Thermal comfort,Age,Sex,Thermal preference,Thermal sensation,Air temperature (C)
6.0,35.0,1.0,1.0,0.0,36.3
4.0,35.0,1.0,2.0,1.0,36.4
6.0,25.0,0.0,1.0,0.0,27.6
6.0,45.0,0.0,1.0,0.0,27.3
6.0,35.0,1.0,1.0,0.0,27.7
6.0,35.0,1.0,1.0,0.0,26.4
6.0,45.0,0.0,1.0,0.0,25.9
6.0,35.0,0.0,1.0,0.0,25.3
5.0,25.0,1.0,2.0,1.0,23.9
6.0,35.0,1.0,2.0,1.0,23.9
6.0,25.0,0.0,0.0,-1.0,24.4
6.0,25.0,0.0,1.0,0.0,24.7
6.0,25.0,0.0,1.0,0.0,24.8
6.0,35.0,0.0,0.0,-1.0,25.0
6.0,25.0,0.0,1.0,0.0,25.0
6.0,35.0,0.0,1.0,0.0,23.3
6.0,25.0,1.0,1.0,0.0,23.7
6.0,25.0,1.0,1.0,0.0,23.7
6.0,25.0,0.0,0.0,-1.0,24.9
6.0,25.0,1.0,1.0,0.0,24.9
5.0,25.0,0.0,1.0,0.0,25.4
5.0,35.0,0.0,1.0,-1.0,25.3
6.0,25.0,0.0,1.0,0.0,25.5
6.0,35.0,1.0,1.0,-1.0,26.3
6.0,25.0,0.0,1.0,0.0,25.3
6.0,45.0,1.0,1.0,0.0,24.7
6.0,35.0,1.0,1.0,0.0,24.6
6.0,55.0,1.0,1.0,-1.0,24.2
6.0,45.0,0.0,0.0,-1.0,23.5
6.0,55.0,1.0,1.0,0.0,24.9
6.0,45.0,1.0,1.0,0.0,24.1
6.0,55.0,1.0,1.0,-0.6,25.2
6.0,35.0,1.0,1.0,0.0,27.6
6.0,25.0,1.0,1.0,0.0,26.2
6.0,25.0,1.0,1.0,0.0,25.3
6.0,25.0,1.0,1.0,0.0,25.0
6.0,25.0,1.0,1.0,0.0,24.3
6.0,25.0,0.0,1.0,0.0,24.7
6.0,55.0,1.0,1.0,0.0,25.8
6.0,25.0,1.0,1.0,0.0,27.9
5.0,35.0,1.0,1.0,0.0,30.6
6.0,35.0,1.0,1.0,0.0,30.9
6.0,45.0,1.0,1.0,0.0,31.1
5.0,25.0,0.0,1.0,0.0,29.8
6.0,25.0,0.0,1.0,0.0,27.7
5.0,25.0,0.0,1.0,0.0,27.4
6.0,35.0,1.0,1.0,0.0,27.5
6.0,25.0,1.0,1.0,0.0,27.6
6.0,25.0,1.0,1.0,0.0,27.3
5.0,25.0,1.0,1.0,0.0,27.0
6.0,45.0,1.0,1.0,0.0,27.1
6.0,35.0,1.0,1.0,0.0,24.6
6.0,35.0,0.0,1.0,0.0,24.4
5.0,25.0,0.0,2.0,1.0,26.6
6.0,25.0,0.0,1.0,0.0,28.8
4.0,25.0,0.0,2.0,1.0,29.0
6.0,35.0,0.0,1.0,0.0,28.7
5.0,35.0,1.0,2.0,0.0,24.4
6.0,25.0,1.0,1.0,0.0,24.0
6.0,25.0,1.0,1.0,0.0,24.0
4.0,35.0,1.0,2.0,1.0,24.1
5.0,25.0,1.0,2.0,0.0,24.5
4.0,25.0,0.0,2.0,1.0,24.6
6.0,25.0,0.0,1.0,0.0,24.4
3.0,35.0,1.0,1.0,0.0,24.1
5.0,45.0,1.0,1.0,0.0,24.3
5.0,25.0,1.0,1.0,0.0,24.5
6.0,45.0,1.0,2.0,0.0,24.7
5.0,35.0,1.0,1.0,1.0,24.8
6.0,35.0,1.0,1.0,-1.0,24.5
6.0,35.0,1.0,1.0,0.0,24.5
5.0,35.0,1.0,2.0,1.0,24.5
6.0,35.0,1.0,1.0,0.0,24.5
4.0,25.0,0.0,1.0,0.0,24.6
5.0,35.0,1.0,1.0,1.0,24.4
6.0,25.0,1.0,2.0,0.0,24.3
6.0,25.0,1.0,1.0,0.0,24.3
6.0,25.0,1.0,2.0,0.0,24.1
6.0,25.0,0.0,1.0,0.0,24.1
6.0,25.0,1.0,0.0,-1.0,24.3
6.0,25.0,0.0,1.0,0.0,24.5
4.0,35.0,1.0,2.0,0.0,24.7
4.0,55.0,1.0,1.0,0.0,24.8
6.0,25.0,1.0,1.0,0.0,24.7
4.0,25.0,1.0,2.0,0.0,24.6
5.0,25.0,1.0,1.0,-1.0,24.4
5.0,25.0,0.0,1.0,0.0,24.2
6.0,25.0,1.0,1.0,0.0,24.3
4.0,25.0,0.0,1.0,0.0,24.7
5.0,25.0,1.0,1.0,-1.0,23.8
5.0,25.0,1.0,0.0,-1.0,23.7
6.0,35.0,1.0,1.0,0.0,23.5
6.0,35.0,1.0,1.0,0.0,23.4
6.0,25.0,1.0,1.0,-1.0,23.6
6.0,25.0,1.0,1.0,0.0,23.6
6.0,35.0,1.0,1.0,0.0,23.6
5.0,35.0,1.0,1.0,0.0,23.7
6.0,25.0,0.0,1.0,0.0,23.8
4.0,35.0,1.0,1.0,0.0,23.7
5.0,35.0,1.0,1.0,0.0,23.8
6.0,25.0,1.0,1.0,0.0,23.9
6.0,25.0,0.0,1.0,-1.0,23.8
5.0,45.0,1.0,1.0,0.0,24.3
6.0,25.0,1.0,0.0,-1.0,24.1
5.0,25.0,0.0,2.0,1.0,24.3
5.0,25.0,0.0,1.0,0.0,24.3
6.0,25.0,1.0,1.0,0.0,24.3
6.0,25.0,0.0,1.0,0.0,23.7
6.0,25.0,0.0,1.0,0.0,23.6
6.0,25.0,0.0,1.0,0.0,23.6
6.0,25.0,1.0,1.0,0.0,23.6
6.0,45.0,1.0,1.0,0.0,23.6
6.0,35.0,1.0,0.0,-1.0,23.6
6.0,35.0,0.0,1.0,0.0,23.6
6.0,25.0,0.0,1.0,0.0,22.9
6.0,35.0,1.0,1.0,0.0,23.5
6.0,25.0,0.0,1.0,0.0,23.5
6.0,25.0,0.0,1.0,0.0,23.9
6.0,25.0,0.0,0.0,-1.0,23.9
6.0,35.0,1.0,1.0,0.0,23.9
6.0,25.0,1.0,1.0,0.0,23.8
6.0,25.0,1.0,1.0,0.0,23.6
6.0,25.0,1.0,1.0,0.0,23.6
6.0,35.0,1.0,1.0,0.0,23.5
6.0,25.0,0.0,1.0,0.0,23.5
6.0,25.0,0.0,1.0,0.0,23.9
6.0,35.0,1.0,1.0,0.0,23.9
6.0,35.0,1.0,1.0,0.0,23.9
6.0,45.0,1.0,1.0,0.0,23.9
6.0,25.0,1.0,1.0,0.0,23.8
6.0,25.0,1.0,1.0,0.0,24.2
6.0,35.0,1.0,1.0,0.0,24.2
6.0,35.0,1.0,1.0,0.0,24.4
6.0,25.0,1.0,1.0,0.0,24.3
6.0,35.0,1.0,1.0,0.0,24.1
6.0,35.0,1.0,1.0,0.0,24.1
6.0,35.0,0.0,1.0,0.0,24.0
6.0,35.0,1.0,1.0,0.0,23.9
6.0,25.0,1.0,1.0,0.0,24.0
6.0,35.0,1.0,1.0,0.0,24.0
6.0,25.0,1.0,1.0,0.0,24.2
6.0,25.0,0.0,1.0,0.0,24.0
6.0,18.0,0.0,1.0,0.0,24.0
6.0,35.0,1.0,1.0,0.0,24.1
6.0,25.0,1.0,1.0,0.0,24.1
6.0,35.0,1.0,1.0,0.0,24.3
6.0,35.0,1.0,1.0,0.0,24.3
6.0,35.0,1.0,0.0,-1.0,24.1
6.0,25.0,1.0,1.0,0.0,24.0
6.0,25.0,1.0,1.0,0.0,23.6
6.0,35.0,1.0,0.0,-1.0,23.4
6.0,35.0,1.0,1.0,0.0,23.3
6.0,35.0,1.0,0.0,-1.0,23.1
6.0,25.0,1.0,1.0,0.0,23.2
6.0,35.0,1.0,1.0,0.0,23.3
6.0,35.0,1.0,1.0,0.0,23.2
6.0,25.0,1.0,1.0,0.0,23.6
5.0,35.0,1.0,1.0,0.0,25.3
4.0,35.0,1.0,1.0,0.0,23.8
5.0,25.0,0.0,1.0,0.0,23.5
6.0,35.0,1.0,1.0,0.0,23.4
6.0,35.0,1.0,1.0,0.0,23.4
6.0,35.0,1.0,1.0,0.0,23.0
5.0,35.0,1.0,1.0,-1.0,22.9
6.0,35.0,1.0,1.0,0.0,23.1
5.0,25.0,0.0,0.0,0.0,23.2
5.0,35.0,1.0,1.0,0.0,23.1
5.0,35.0,1.0,1.0,-1.0,22.9
6.0,35.0,1.0,1.0,0.0,22.8
5.0,25.0,0.0,0.0,-1.0,22.7
6.0,25.0,1.0,1.0,0.0,22.9
6.0,25.0,1.0,1.0,0.0,23.2
5.0,25.0,1.0,1.0,0.0,23.3
6.0,35.0,1.0,1.0,0.0,23.2
6.0,35.0,0.0,0.0,-1.0,22.8
6.0,25.0,1.0,1.0,0.0,22.9
5.0,35.0,1.0,1.0,-1.0,23.1
5.0,25.0,1.0,1.0,0.0,22.9
6.0,25.0,1.0,1.0,0.0,23.5
6.0,25.0,1.0,1.0,0.0,23.4
4.0,25.0,0.0,1.0,0.0,23.2
5.0,25.0,0.0,1.0,-1.0,23.0
6.0,25.0,1.0,1.0,-1.0,22.7
6.0,25.0,1.0,1.0,-1.0,23.0
6.0,25.0,1.0,1.0,0.0,23.1
5.0,25.0,0.0,0.0,-1.0,23.1
6.0,25.0,1.0,1.0,0.0,23.2
5.0,35.0,1.0,0.0,-1.0,22.9
5.0,35.0,1.0,1.0,0.0,24.8
5.0,25.0,1.0,1.0,0.0,23.6
4.0,35.0,1.0,0.0,-0.4,23.3
5.0,25.0,0.0,1.0,0.0,23.4
4.0,35.0,1.0,0.0,-1.0,23.2
6.0,25.0,1.0,1.0,0.0,23.0
5.0,25.0,0.0,0.0,-1.0,23.1
5.0,35.0,1.0,0.0,-1.0,23.2
5.0,25.0,1.0,1.0,0.0,23.8
6.0,25.0,1.0,1.0,0.0,23.7
5.0,45.0,1.0,1.0,0.0,23.6
6.0,35.0,1.0,1.0,0.0,23.6
6.0,35.0,1.0,1.0,0.0,23.5
6.0,25.0,1.0,1.0,0.0,23.1
6.0,35.0,0.0,1.0,-1.0,24.0
6.0,35.0,1.0,1.0,-1.0,23.8
6.0,35.0,1.0,2.0,-1.0,23.7
5.0,35.0,1.0,1.0,0.0,23.8
6.0,25.0,1.0,2.0,0.0,23.8
6.0,25.0,1.0,1.0,0.0,25.3
6.0,25.0,1.0,1.0,0.0,24.7
6.0,35.0,1.0,1.0,0.0,24.4
6.0,25.0,0.0,1.0,0.0,24.1
5.0,35.0,1.0,2.0,0.0,23.8
6.0,35.0,1.0,1.0,0.0,24.1
5.0,35.0,1.0,1.0,0.0,24.3
4.0,25.0,1.0,1.0,0.0,24.4
5.0,25.0,1.0,1.0,0.0,24.0
5.0,25.0,0.0,0.0,-1.0,25.0
6.0,25.0,0.0,0.0,-1.0,23.6
5.0,25.0,0.0,1.0,0.0,22.8
6.0,35.0,1.0,0.0,-1.0,22.7
5.0,25.0,1.0,1.0,0.0,23.2
5.0,25.0,1.0,2.0,1.0,23.3
3.0,25.0,0.0,0.0,-2.0,23.3
4.0,25.0,0.0,0.0,-1.0,23.0
4.0,25.0,0.0,0.0,-1.0,23.6
4.0,25.0,0.0,0.0,-1.0,23.7
5.0,25.0,1.0,1.0,0.0,23.6
4.0,35.0,0.0,2.0,1.0,23.3
6.0,25.0,0.0,1.0,0.0,23.0
6.0,25.0,0.0,1.0,0.0,23.0
5.0,25.0,1.0,1.0,0.0,23.2
4.0,35.0,1.0,0.0,-1.0,23.0
6.0,35.0,1.0,1.0,0.0,22.8
6.0,35.0,1.0,1.0,0.0,22.8
6.0,25.0,0.0,1.0,0.0,22.9
6.0,25.0,1.0,1.0,0.0,22.9
6.0,25.0,0.0,0.0,-1.0,23.0
6.0,25.0,1.0,1.0,0.0,22.8
6.0,25.0,1.0,1.0,0.0,22.7
6.0,25.0,1.0,1.0,0.0,23.3
5.0,25.0,0.0,0.0,-1.0,23.3
5.0,55.0,1.0,0.0,-1.0,23.5
6.0,25.0,1.0,1.0,0.0,23.3
6.0,25.0,1.0,1.0,0.0,23.1
6.0,25.0,0.0,0.0,-2.0,22.7
6.0,25.0,1.0,0.0,-2.0,22.5
6.0,35.0,0.0,0.0,-1.0,22.6
6.0,35.0,1.0,1.0,0.0,23.0
6.0,25.0,0.0,0.0,-2.0,23.1
6.0,25.0,1.0,0.0,-1.0,22.9
6.0,25.0,1.0,1.0,0.0,23.4
6.0,25.0,0.0,1.0,0.0,23.3
6.0,25.0,0.0,1.0,0.0,23.5
4.0,35.0,1.0,1.0,0.0,23.9
5.0,25.0,1.0,1.0,0.0,24.2
5.0,35.0,1.0,1.0,0.0,24.1
6.0,25.0,1.0,1.0,0.0,24.0
3.0,35.0,1.0,2.0,2.0,34.4
2.0,45.0,1.0,2.0,1.0,34.4
6.0,35.0,1.0,1.0,0.0,34.1
4.0,45.0,1.0,2.0,3.0,34.6
5.0,55.0,1.0,2.0,3.0,34.6
5.0,55.0,1.0,2.0,1.0,34.6
4.0,35.0,1.0,2.0,2.0,34.1
4.0,55.0,0.0,2.0,3.0,35.8
1.0,55.0,1.0,2.0,0.0,30.0
3.0,55.0,0.0,2.0,2.0,33.9
4.0,55.0,1.0,1.0,2.0,36.5
5.0,55.0,1.0,2.0,1.0,36.5
2.0,55.0,0.0,2.0,3.0,36.1
4.0,55.0,1.0,2.0,2.0,33.6
3.0,45.0,1.0,2.0,3.0,33.4
4.0,55.0,0.0,2.0,3.0,35.0
5.0,55.0,1.0,1.0,0.0,35.3
5.0,45.0,1.0,2.0,0.0,35.1
4.0,55.0,0.0,2.0,2.0,35.3
5.0,18.0,1.0,2.0,0.0,35.4
5.0,55.0,1.0,2.0,3.0,34.8
3.0,25.0,1.0,2.0,3.0,34.8
4.0,45.0,1.0,2.0,2.0,35.0
4.0,55.0,1.0,1.0,0.0,34.5
4.0,25.0,1.0,2.0,3.0,34.4
6.0,55.0,1.0,2.0,1.0,33.1
4.0,55.0,0.0,2.0,1.0,32.9
4.0,35.0,0.0,2.0,1.0,35.7
5.0,45.0,0.0,2.0,1.0,35.8
5.0,35.0,1.0,2.0,1.0,35.8
3.0,55.0,1.0,2.0,2.0,36.4
4.0,25.0,1.0,2.0,2.0,36.3
4.0,55.0,0.0,2.0,2.0,35.0
4.0,55.0,0.0,2.0,2.0,35.0
4.0,55.0,0.0,2.0,1.0,34.3
4.0,45.0,0.0,2.0,1.0,34.3
3.0,55.0,1.0,2.0,3.0,37.1
3.0,55.0,1.0,2.0,2.0,37.3
5.0,55.0,0.0,2.0,2.0,37.3
4.0,35.0,0.0,2.0,2.0,37.3
5.0,65.0,1.0,2.0,2.0,38.5
3.0,55.0,1.0,2.0,2.0,36.8
5.0,55.0,1.0,2.0,2.0,33.5
3.0,45.0,0.0,2.0,2.0,35.0
5.0,45.0,1.0,2.0,1.0,36.7
5.0,55.0,0.0,2.0,2.0,37.1
3.0,55.0,0.0,2.0,3.0,33.1
3.0,45.0,1.0,2.0,2.0,36.5
4.0,25.0,1.0,2.0,2.0,36.4
5.0,55.0,1.0,2.0,1.0,36.4
4.0,25.0,1.0,2.0,2.0,36.4
4.0,35.0,1.0,2.0,2.0,35.9
4.0,55.0,1.0,2.0,2.0,36.0
5.0,45.0,1.0,2.0,2.0,36.4
6.0,55.0,1.0,2.0,1.0,36.3
4.0,45.0,1.0,2.0,2.0,36.2
4.0,25.0,1.0,2.0,2.0,36.2
3.0,55.0,0.0,2.0,3.0,36.5
5.0,55.0,1.0,2.0,1.0,35.1
3.0,35.0,0.0,2.0,3.0,34.8
5.0,45.0,1.0,1.0,1.0,34.8
4.0,65.0,1.0,2.0,2.0,34.9
5.0,55.0,1.0,2.0,1.0,35.4
3.0,55.0,1.0,2.0,2.0,36.2
3.0,45.0,0.0,2.0,3.0,36.7
3.0,45.0,1.0,2.0,3.0,37.1
2.0,45.0,0.0,2.0,3.0,37.0
1.0,55.0,1.0,2.0,3.0,37.1
3.0,45.0,0.0,2.0,1.0,36.9
3.0,55.0,0.0,2.0,3.0,37.0
4.0,55.0,0.0,2.0,0.0,36.5
5.0,45.0,0.0,2.0,0.0,35.0
4.0,25.0,0.0,1.0,0.0,34.3
2.0,45.0,0.0,2.0,1.0,35.0
3.0,45.0,0.0,2.0,3.0,35.4
2.0,55.0,1.0,2.0,3.0,35.4
3.0,45.0,0.0,2.0,1.0,35.6
2.0,45.0,1.0,2.0,3.0,38.1
5.0,45.0,1.0,2.0,1.0,37.1
1.0,45.0,0.0,2.0,3.0,35.7
4.0,65.0,1.0,2.0,3.0,36.1
5.0,45.0,1.0,2.0,2.0,35.9
6.0,55.0,1.0,2.0,2.0,35.7
3.0,55.0,1.0,2.0,2.0,37.8
4.0,45.0,1.0,2.0,3.0,34.2
2.0,25.0,0.0,2.0,2.0,34.3
3.0,55.0,1.0,2.0,3.0,34.6
2.0,45.0,1.0,2.0,3.0,34.5
3.0,55.0,0.0,2.0,3.0,35.3
5.0,35.0,1.0,2.0,2.0,35.5
2.0,55.0,1.0,2.0,3.0,35.8
6.0,45.0,1.0,2.0,1.0,34.9
3.0,55.0,1.0,2.0,2.0,35.4
2.0,45.0,0.0,2.0,3.0,35.8
4.0,55.0,1.0,2.0,2.0,35.6
3.0,55.0,1.0,2.0,3.0,36.9
6.0,45.0,1.0,1.0,0.0,27.7
2.0,55.0,1.0,2.0,3.0,34.8
4.0,45.0,1.0,2.0,3.0,35.2
6.0,55.0,0.0,2.0,1.0,34.3
6.0,25.0,1.0,2.0,0.0,34.1
3.0,45.0,1.0,2.0,2.0,34.7
2.0,45.0,1.0,2.0,2.0,34.3
1.0,25.0,0.0,2.0,2.0,38.2
5.0,55.0,1.0,1.0,0.0,29.9
6.0,35.0,1.0,1.0,0.0,28.8
3.0,45.0,0.0,2.0,3.0,33.7
5.0,55.0,1.0,2.0,2.0,36.4
3.0,55.0,1.0,2.0,3.0,35.8
5.0,45.0,0.0,2.0,3.0,35.5
1.0,55.0,0.0,2.0,3.0,35.4
5.0,25.0,1.0,2.0,1.0,35.3
5.0,18.0,0.0,2.0,2.0,35.1
5.0,45.0,1.0,2.0,2.0,35.3
3.0,55.0,1.0,2.0,3.0,35.9
4.0,55.0,1.0,2.0,2.0,36.1
4.0,55.0,1.0,2.0,3.0,36.5
4.0,45.0,0.0,2.0,2.0,34.5
4.0,55.0,1.0,2.0,2.0,33.7
4.0,45.0,1.0,2.0,2.0,33.6
5.0,45.0,1.0,2.0,0.0,33.8
5.0,55.0,1.0,2.0,3.0,33.5
3.0,25.0,1.0,2.0,3.0,32.7
3.0,45.0,0.0,2.0,3.0,32.8
4.0,45.0,0.0,2.0,2.0,33.0
3.0,25.0,0.0,2.0,3.0,33.2
1.0,45.0,1.0,2.0,3.0,33.3
4.0,45.0,1.0,2.0,0.0,32.0
3.0,55.0,1.0,2.0,3.0,31.8
4.0,55.0,0.0,2.0,0.0,32.7
4.0,45.0,0.0,2.0,3.0,34.9
4.0,45.0,1.0,2.0,3.0,34.6
5.0,55.0,1.0,2.0,2.0,34.9
3.0,45.0,1.0,2.0,3.0,34.8
5.0,55.0,1.0,2.0,2.0,34.8
5.0,55.0,1.0,2.0,3.0,34.4
5.0,25.0,1.0,2.0,1.0,34.9
3.0,45.0,1.0,2.0,2.0,31.7
6.0,25.0,0.0,1.0,0.0,29.3
6.0,25.0,0.0,1.0,0.0,29.7
6.0,35.0,1.0,1.0,0.0,29.7
6.0,45.0,1.0,1.0,0.0,29.8
5.0,65.0,1.0,2.0,2.0,29.8
5.0,25.0,1.0,2.0,2.0,30.2
6.0,55.0,0.0,1.0,0.0,30.0
6.0,35.0,1.0,1.0,0.0,30.4
6.0,35.0,1.0,1.0,0.0,30.2
6.0,35.0,1.0,1.0,0.0,29.9
6.0,25.0,1.0,1.0,0.0,26.9
6.0,25.0,0.0,1.0,0.0,25.9
6.0,25.0,0.0,2.0,0.0,25.8
6.0,35.0,0.0,1.0,0.0,25.8
6.0,25.0,0.0,1.0,0.0,25.6
6.0,35.0,1.0,1.0,0.0,26.5
6.0,25.0,0.0,1.0,0.0,26.9
6.0,25.0,1.0,1.0,0.0,27.4
5.0,45.0,1.0,2.0,0.5,27.3
6.0,55.0,1.0,1.0,0.0,27.2
6.0,65.0,1.0,1.0,0.0,26.9
6.0,25.0,0.0,1.0,0.0,26.4
6.0,35.0,1.0,1.0,-0.5,25.9
5.0,45.0,1.0,1.0,0.0,26.0
6.0,25.0,1.0,1.0,-0.5,25.6
5.0,25.0,0.0,1.0,-0.5,25.4
5.0,55.0,0.0,2.0,0.0,28.2
5.0,25.0,0.0,1.0,0.0,28.2
6.0,25.0,0.0,2.0,0.0,28.3
5.0,35.0,1.0,2.0,0.0,28.1
5.0,25.0,0.0,1.0,0.0,27.5
5.0,25.0,0.0,1.0,0.0,27.2
5.0,25.0,0.0,1.0,0.0,27.1
5.0,35.0,1.0,1.0,0.0,27.1
5.0,35.0,0.0,1.0,-0.5,27.2
5.0,45.0,0.0,1.0,0.0,26.9
5.0,25.0,1.0,2.0,0.0,26.9
5.0,25.0,0.0,1.0,0.0,26.9
6.0,35.0,1.0,2.0,0.0,27.2
5.0,25.0,0.0,1.0,0.0,27.4
5.0,25.0,0.0,0.0,-1.0,27.4
6.0,45.0,1.0,1.0,0.0,27.5
5.0,35.0,1.0,2.0,0.0,27.4
6.0,45.0,1.0,2.0,0.0,27.8
5.0,25.0,1.0,2.0,0.0,28.3
6.0,45.0,1.0,1.0,0.0,28.1
6.0,45.0,1.0,1.0,0.0,28.0
5.0,25.0,1.0,1.0,0.0,27.3
6.0,25.0,0.0,1.0,0.0,26.6
5.0,25.0,0.0,1.0,0.0,26.4
5.0,25.0,1.0,1.0,0.0,26.3
5.0,25.0,0.0,1.0,0.0,26.3
3.0,25.0,0.0,0.0,-1.0,26.2
5.0,25.0,0.0,1.0,0.0,26.5
5.0,25.0,0.0,0.0,-1.0,26.2
6.0,25.0,1.0,1.0,0.0,27.1
6.0,25.0,1.0,1.0,0.0,27.1
6.0,35.0,1.0,1.0,0.0,27.2
6.0,35.0,1.0,1.0,0.0,26.3
6.0,35.0,0.0,1.0,0.0,26.1
6.0,45.0,0.0,1.0,0.0,26.3
6.0,45.0,1.0,1.0,0.0,26.0
6.0,35.0,1.0,1.0,0.0,25.6
6.0,35.0,0.0,1.0,0.0,25.4
6.0,25.0,1.0,1.0,0.0,24.9
6.0,25.0,0.0,1.0,0.0,25.2
6.0,25.0,1.0,1.0,0.0,24.9
6.0,25.0,1.0,1.0,0.0,24.3
6.0,25.0,1.0,1.0,0.0,24.3
6.0,25.0,0.0,2.0,1.0,24.8
6.0,25.0,0.0,1.0,0.0,25.2
6.0,35.0,0.0,1.0,0.0,25.2
6.0,25.0,0.0,1.0,0.0,26.0
5.0,35.0,0.0,0.0,-0.5,25.3
6.0,35.0,1.0,1.0,0.0,24.7
5.0,35.0,0.0,0.0,-1.0,23.8
6.0,35.0,1.0,1.0,0.0,23.7
6.0,35.0,1.0,1.0,0.0,24.0
6.0,25.0,0.0,1.0,0.0,25.0
6.0,35.0,1.0,1.0,0.0,24.0
6.0,45.0,1.0,0.0,-1.0,24.2
6.0,55.0,1.0,1.0,0.0,24.3
6.0,45.0,0.0,0.0,-1.0,24.8
6.0,35.0,1.0,2.0,0.0,25.1
6.0,35.0,1.0,1.0,0.0,25.4
6.0,25.0,0.0,0.0,-1.0,25.6
5.0,25.0,1.0,1.0,-1.0,25.2
5.0,25.0,1.0,1.0,0.0,25.0
6.0,18.0,0.0,1.0,-1.0,21.6
6.0,25.0,0.0,0.0,-1.0,24.3
6.0,35.0,0.0,1.0,0.0,24.6
5.0,35.0,1.0,2.0,0.0,27.3
6.0,45.0,0.0,0.0,-1.0,24.5
5.0,35.0,0.0,1.0,0.0,24.5
5.0,25.0,1.0,1.0,0.0,24.0
6.0,45.0,0.0,2.0,1.0,24.4
6.0,35.0,0.0,1.0,-1.0,24.1
5.0,35.0,0.0,2.0,0.0,24.5
6.0,35.0,1.0,1.0,0.0,25.8
5.0,25.0,1.0,1.0,0.0,25.5
6.0,35.0,1.0,1.0,0.0,25.4
6.0,55.0,1.0,1.0,0.0,25.5
6.0,55.0,1.0,1.0,0.0,25.1
5.0,35.0,1.0,1.0,0.0,24.3
6.0,25.0,1.0,1.0,0.0,24.3
6.0,35.0,1.0,1.0,0.0,24.3
6.0,65.0,0.0,1.0,0.0,24.7
5.0,35.0,1.0,0.0,-2.0,20.0
6.0,55.0,1.0,1.0,0.0,24.0
6.0,25.0,1.0,1.0,0.0,27.6
6.0,18.0,1.0,1.0,0.0,27.3
6.0,35.0,0.0,1.0,0.0,27.3
6.0,25.0,0.0,1.0,0.0,27.3
4.0,25.0,0.0,1.0,0.0,27.1
6.0,25.0,0.0,1.0,0.0,27.3
6.0,25.0,0.0,1.0,0.0,27.1
6.0,25.0,0.0,1.0,0.0,27.1
5.0,35.0,1.0,2.0,1.0,26.2
6.0,25.0,1.0,1.0,0.0,26.1
6.0,35.0,1.0,1.0,0.0,24.4
6.0,35.0,0.0,0.0,-1.0,23.8
6.0,25.0,0.0,1.0,0.0,23.7
6.0,25.0,0.0,1.0,0.0,23.6
5.0,25.0,0.0,0.0,-1.0,23.7
6.0,25.0,1.0,1.0,0.0,23.6
6.0,25.0,0.0,1.0,0.0,23.9
6.0,25.0,0.0,1.0,0.0,23.8
6.0,35.0,0.0,1.0,0.0,23.7
6.0,35.0,0.0,0.0,-1.0,23.6
6.0,25.0,1.0,1.0,0.0,23.9
6.0,25.0,1.0,1.0,0.0,23.9
5.0,25.0,0.0,0.0,-1.0,23.9
6.0,35.0,1.0,0.0,-1.0,24.1
5.0,25.0,0.0,0.0,-1.0,24.0
6.0,25.0,1.0,1.0,0.0,24.2
6.0,25.0,0.0,1.0,0.0,24.1
6.0,25.0,0.0,1.0,0.0,24.1
6.0,35.0,0.0,1.0,0.0,23.9
6.0,45.0,1.0,1.0,0.0,24.1
6.0,25.0,1.0,1.0,0.0,24.0
6.0,35.0,1.0,1.0,0.0,23.9
5.0,25.0,1.0,0.0,-1.0,23.8
6.0,25.0,0.0,1.0,0.0,23.9
6.0,35.0,1.0,0.0,-1.0,23.9
6.0,25.0,0.0,1.0,0.0,23.8
6.0,25.0,1.0,1.0,0.0,23.9
6.0,25.0,1.0,1.0,0.0,24.0
6.0,25.0,0.0,0.0,-1.0,23.9
5.0,25.0,0.0,0.0,-1.0,23.5
6.0,55.0,1.0,1.0,0.0,23.9
6.0,45.0,1.0,1.0,0.0,23.9
6.0,25.0,1.0,0.0,-1.0,23.8
6.0,35.0,1.0,0.0,-1.0,23.8
5.0,25.0,0.0,0.0,-1.0,23.8
6.0,18.0,1.0,1.0,0.0,23.9
5.0,35.0,1.0,0.0,-1.0,23.8
6.0,35.0,1.0,1.0,0.0,24.2
6.0,25.0,1.0,1.0,0.0,24.4
6.0,25.0,1.0,1.0,0.0,24.5
6.0,25.0,1.0,1.0,0.0,24.5
6.0,25.0,1.0,1.0,0.0,24.2
6.0,25.0,0.0,1.0,0.0,24.1
6.0,45.0,1.0,1.0,0.0,24.4
6.0,35.0,1.0,1.0,0.0,24.1
6.0,25.0,1.0,1.0,0.0,24.2
5.0,25.0,0.0,0.0,-1.0,24.4
6.0,35.0,1.0,1.0,0.0,24.1
6.0,35.0,0.0,1.0,0.0,24.0
6.0,45.0,1.0,1.0,0.0,23.9
6.0,35.0,1.0,1.0,0.0,24.8
6.0,25.0,1.0,1.0,0.0,24.4
6.0,25.0,1.0,1.0,0.0,24.4
6.0,25.0,1.0,1.0,0.0,23.9
6.0,45.0,1.0,1.0,0.0,24.5
6.0,25.0,0.0,1.0,0.0,24.2
6.0,25.0,1.0,1.0,0.0,24.2
6.0,25.0,1.0,1.0,0.0,23.9
6.0,35.0,1.0,1.0,0.0,24.1
6.0,35.0,1.0,1.0,0.0,24.6
6.0,35.0,1.0,1.0,0.0,24.7
6.0,25.0,1.0,1.0,0.0,23.6
6.0,25.0,1.0,1.0,0.0,23.2
5.0,35.0,1.0,0.0,-0.5,23.3
